Sequence_ID,GC_content
PsbA-nuc-Hapalosiphon_sp_MRB220.fa_2Z87P.faa.final_tree.fa___photo_hmms___044adccf958a759d0756749129748947dedac2eda4741963cb1803fd,41.55
PsbA-nuc-Hapalosiphon_sp_MRB220.fa_2Z87P.faa.final_tree.fa___photo_hmms___ee88cccc8319d31f846eccad0e58b49c0a30d1b8ce6478bd143ec72c,48.31
PsbA-nuc-Hapalosiphon_sp_MRB220.fa_2Z87P.faa.final_tree.fa___photo_hmms___f85335449653c4cc5401fdee173cb4c66c983395da813e4880334ccd,49.53
PsbA-nuc-Hapalosiphon_sp_MRB220.fa_2Z87P.faa.final_tree.fa___photo_hmms___0873c6f9a6b9740c2b748398589a8d3aff5ce71eee106c9290d0dd76,44.51
PsbA-nuc-Hapalosiphon_sp_MRB220.fa_2Z87P.faa.final_tree.fa___photo_hmms___92896f93f08a8faefa87784f0af248608c901550c60e2e7b74136ac0,49.91
PsbA-nuc-Hapalosiphon_sp_MRB220.fa_2Z87P.faa.final_tree.fa___photo_hmms___697f0426171c95d033aad6217d6653a64d617dc3a46ff518e316c85c,48.02
PsbA-nuc-Hapalosiphon_sp_MRB220.fa_2Z87P.faa.final_tree.fa___photo_hmms___ad89b9f75be0016cc6e27a696443877027986d11430dbe9d1bb286e5,48.59
PsbA-nuc-Hydrococcus_rivularis_NIES-593.fa_2Z87P.faa.final_tree.fa___photo_hmms___21e0c53adf16f30b89ab1c5cad12ea0168184bce1615361c0ccd162a,52.26
PsbA-nuc-Hydrococcus_rivularis_NIES-593.fa_2Z87P.faa.final_tree.fa___photo_hmms___355938e56c1902bfb96fba6542d1e01a5f6440c9def516f01e12c4da,48.27
PsbA-nuc-Hydrococcus_rivularis_NIES-593.fa_2Z87P.faa.final_tree.fa___photo_hmms___35d1dd464a04f36fbef0e6fc88d314d7d9c5d523a44b47cdcc84ee29,49.58
PsbA-nuc-Hydrococcus_rivularis_NIES-593.fa_2Z87P.faa.final_tree.fa___photo_hmms___f3eb5e0c87598080b3a21248ebcd492708b941a6444feb35fbf1ca40,48.78
PsbA-nuc-Hydrococcus_rivularis_NIES-593.fa_2Z87P.faa.final_tree.fa___photo_hmms___be9a3ca5cb67ef2624c58b0ba682f57726b2ed727a8ffde076f08f5a,49.81
PsbA-nuc-Hydrococcus_rivularis_NIES-593.fa_2Z87P.faa.final_tree.fa___photo_hmms___c3e637fd00c740aaa9bfb1d2496cd8a1530e5e469507f1224192c817,49.4
PsbA-nuc-Hydrococcus_rivularis_NIES-593.fa_2Z87P.faa.final_tree.fa___photo_hmms___eb554c0a2f07b8ba69a7df06a1704564baba169f09670f84c31a712a,54.39
PsbA-nuc-Kamptonema_formosum_PCC_6407.fa_2Z87P.faa.final_tree.fa___photo_hmms___26f244526ed76bc6918225caa62f5ed9284c512a4f39fdd89ed12aa8,53.73
PsbA-nuc-Kamptonema_formosum_PCC_6407.fa_2Z87P.faa.final_tree.fa___photo_hmms___1d1abef12e7b0a4b57f7f5ded21af7b165dc837befc1a137b2af07fb,44.6
PsbA-nuc-Kamptonema_formosum_PCC_6407.fa_2Z87P.faa.final_tree.fa___photo_hmms___1ae56b2612754be3c9772453753e0e8963eb554919bd6feec28fb4d1,48.11
PsbA-nuc-Kamptonema_formosum_PCC_6407.fa_2Z87P.faa.final_tree.fa___photo_hmms___2ad2404175472dc5984acda5954fdddb12c684118cf3cd5562400fd5,48.48
PsbA-nuc-Kamptonema_formosum_PCC_6407.fa_2Z87P.faa.final_tree.fa___photo_hmms___955d8925133e5640dd8a65e0fa30910576fbac40dc7ab87115e23130,52.88
PsbA-nuc-Leptolyngbya_boryana_IAM_M-101.fa_2Z87P.faa.final_tree.fa___photo_hmms___c4bc8952de4b4f4622d97d11fbd3f9dfcf67fc587c18b4daa8ce4801,46.63
PsbA-nuc-Leptolyngbya_boryana_IAM_M-101.fa_2Z87P.faa.final_tree.fa___photo_hmms___492000bfd65bd1df7fee5d0089e852b8f7348a422152bff22f4d80e4,51.52
PsbA-nuc-Leptolyngbya_boryana_IAM_M-101.fa_2Z87P.faa.final_tree.fa___photo_hmms___797cf9bd680d225ce6e533945103050611ef1fc882588b7f92555192,57.29
PsbA-nuc-Leptolyngbya_boryana_IAM_M-101.fa_2Z87P.faa.final_tree.fa___photo_hmms___57322452ccb4cebddb09ef33512770ade9220690a32f2b3c75a28487,52.54
PsbA-nuc-Leptolyngbya_boryana_IAM_M-101.fa_2Z87P.faa.final_tree.fa___photo_hmms___ca83bab0ad0b7d59d17b13d45e6e74cb34ac72e86bca529a6dab1d86,57.01
PsbA-nuc-Leptolyngbya_boryana_IAM_M-101.fa_2Z87P.faa.final_tree.fa___photo_hmms___80f2e4c2225eaf4fa6883214d4c2cec3a9d25ab079538fb8b12399c5,52.45
PsbA-nuc-Leptolyngbya_boryana_dg5.fa_2Z87P.faa.final_tree.fa___photo_hmms___899284d4ab3633f2a2b475b2af140e868b83ca81b135787ab9a3e7fa,46.63
PsbA-nuc-Leptolyngbya_boryana_dg5.fa_2Z87P.faa.final_tree.fa___photo_hmms___38af786567130db2fe74cf8f351164f7347d3bad6a17f350f7cf2923,51.52
PsbA-nuc-Leptolyngbya_boryana_dg5.fa_2Z87P.faa.final_tree.fa___photo_hmms___9e397f240a239a5323050cee831f576ac402bd1725df4f62160a274d,57.29
PsbA-nuc-Leptolyngbya_boryana_dg5.fa_2Z87P.faa.final_tree.fa___photo_hmms___232ea1cb89730f909de42e2c3dd3e5285876f654e191e9eea8b2af81,52.54
PsbA-nuc-Leptolyngbya_boryana_dg5.fa_2Z87P.faa.final_tree.fa___photo_hmms___4d3e82a90a64bb9c762e945dcb6c43d3198453f09a0876520802eae9,57.01
PsbA-nuc-Leptolyngbya_boryana_dg5.fa_2Z87P.faa.final_tree.fa___photo_hmms___693db63b9534fdeaa2ca6d06270f098156378b2af91432df1c8f4dd1,52.45
PsbA-nuc-Leptolyngbya_sp_BL0902.fa_2Z87P.faa.final_tree.fa___photo_hmms___bf856a2671ea9fd0f4e803dba508a10133f45122a6503cdaf5b3139f,57.63
PsbA-nuc-Leptolyngbya_sp_BL0902.fa_2Z87P.faa.final_tree.fa___photo_hmms___5760cce16b2f8e63f824e77c9e891f0074f2a76b59478d6f4eef6ceb,58.29
PsbA-nuc-Leptolyngbya_sp_BL0902.fa_2Z87P.faa.final_tree.fa___photo_hmms___cc7cc0a105fb6ce5439106e19390779601e5fc0fd22f3656bb1a587c,57.44
PsbA-nuc-Leptolyngbya_sp_BL0902.fa_2Z87P.faa.final_tree.fa___photo_hmms___7005e7fb2667d6b879fad6dbbc05a281fb851ce61c1dcc61ae090acc,60.15
PsbA-nuc-Leptolyngbya_sp_BL0902.fa_2Z87P.faa.final_tree.fa___photo_hmms___361387e913cbcf501520bd20672f0020284690d9bd5c648c8cccfac0,57.37
PsbA-nuc-Leptolyngbya_sp_BL0902.fa_2Z87P.faa.final_tree.fa___photo_hmms___415fc9691eed38abe3d34899405d88f4d5b4ebaca9e6fcbd7c40dc47,60.34
PsbA-nuc-Leptolyngbya_sp_BL0902.fa_2Z87P.faa.final_tree.fa___photo_hmms___e9ad51d235c6f3d76ad9b0b3faa21ca9a6344a18368f4fa90b9f6db3,57.02
PsbA-nuc-Leptolyngbya_sp_NIES-2104.fa_2Z87P.faa.final_tree.fa___photo_hmms___7ea604c11a405e23ddfa549baf43a00100a390db4d098f5f00e6d25c,57.13
PsbA-nuc-Leptolyngbya_sp_NIES-2104.fa_2Z87P.faa.final_tree.fa___photo_hmms___af331e203c5e2de9a126b7ae47db73836b90538025e3b36141d9d242,53.09
PsbA-nuc-Leptolyngbya_sp_NIES-2104.fa_2Z87P.faa.final_tree.fa___photo_hmms___ea21826ca6e8349ac2b1e6157cf3ed8a9fa7c64b8cb87809e1b3ac67,54.94
PsbA-nuc-Leptolyngbya_sp_NIES-2104.fa_2Z87P.faa.final_tree.fa___photo_hmms___8d742e71fc59b52c9f6fbfaa18b72f048a796d779842b307826e36c2,55.03
PsbA-nuc-Leptolyngbya_sp_NIES-2104.fa_2Z87P.faa.final_tree.fa___photo_hmms___563a5cd068a209f363b91ce9afd9247fa7546b5191e6cef5680775b7,57.22
PsbA-nuc-Leptolyngbya_sp_NIES-3755.fa_2Z87P.faa.final_tree.fa___photo_hmms___1789da7f6e2912497e8595ec6fd6489a2c3d5baef6842d2dd41b4cb5,57.32
PsbA-nuc-Leptolyngbya_sp_NIES-3755.fa_2Z87P.faa.final_tree.fa___photo_hmms___9aafa8145fe980a2f931589958dab8ccd13678368b20635da73565fa,55.59
PsbA-nuc-Leptolyngbya_sp_NIES-3755.fa_2Z87P.faa.final_tree.fa___photo_hmms___2aaf54af7896da60fda21135468810dcecb4a77c6b72e6789e3770a8,55.49
PsbA-nuc-Leptolyngbya_sp_NIES-3755.fa_2Z87P.faa.final_tree.fa___photo_hmms___dd0e38f6433edcffeb4b206122b4253129e8b34722acdb0763ec0083,52.26
PsbA-nuc-Leptolyngbya_sp_NIES-3755.fa_2Z87P.faa.final_tree.fa___photo_hmms___42f3dbbfb4b6180443e1b8db64994149c2dc906599b73fe206583f7a,57.41
PsbA-nuc-Leptolyngbya_sp_O-77.fa_2Z87P.faa.final_tree.fa___photo_hmms___6fb71fd8c19f231cd13f67a1f8a7d26bdc2cd0f0e0bd5d7d45c15124,57.76
PsbA-nuc-Leptolyngbya_sp_O-77.fa_2Z87P.faa.final_tree.fa___photo_hmms___f1c8bbbec320e0848264b32d2cb73542c7aa21b46fa5053dbcc3e31b,58.47
PsbA-nuc-Leptolyngbya_sp_O-77.fa_2Z87P.faa.final_tree.fa___photo_hmms___b9c395216bed9bea4267e8f2653ce7644bf5e5a0e8aab5d74852459b,57.41
PsbA-nuc-Leptolyngbya_sp_O-77.fa_2Z87P.faa.final_tree.fa___photo_hmms___4bdafdc54351b9ed61b67d5da4dd657b3c420c7d8741437b907f190c,58.17
PsbA-nuc-Leptolyngbya_sp_O-77.fa_2Z87P.faa.final_tree.fa___photo_hmms___24167daf93936c651cddb2fa6f13618bceaf6b132e63fa2e28dfd3b4,57.99
PsbA-nuc-Leptolyngbya_sp_O-77.fa_2Z87P.faa.final_tree.fa___photo_hmms___d8f30cb49a84e8f83c86991d936b51fc37083617a871b770599cd954,57.51
PsbA-nuc-Leptolyngbya_sp_PCC_7375.fa_2Z87P.faa.final_tree.fa___photo_hmms___de54033a984833938808533f371e546755df57a5a76e1c0f6c02a203,52.59
PsbA-nuc-Leptolyngbya_sp_PCC_7375.fa_2Z87P.faa.final_tree.fa___photo_hmms___dfcfdfa15f502bd61b71bfd412a90f349ffa042aa8a513f6c30b3321,50.23
PsbA-nuc-Leptolyngbya_sp_PCC_7375.fa_2Z87P.faa.final_tree.fa___photo_hmms___54d679a0dc7b70dd138edbe567ed2c6bdb24f63b000e431d319b2117,49.09
PsbA-nuc-Leptolyngbya_sp_PCC_7375.fa_2Z87P.faa.final_tree.fa___photo_hmms___ca1b6445496eb93874ef9f12d70d075d883c01e1b7c3fd837d9a263d,50.14
PsbA-nuc-Leptolyngbya_sp_PCC_7375.fa_2Z87P.faa.final_tree.fa___photo_hmms___644bb2d7aab31c48fe39c1ef70ebe68846809179aef1a666db312b40,52.26
PsbA-nuc-Leptolyngbya_sp_PCC_7375.fa_2Z87P.faa.final_tree.fa___photo_hmms___8d14db2b3d7c56767c86be0777661fd9bd895cbc311804db17487b89,57.13
PsbA-nuc-Leptolyngbya_sp_PCC_7375.fa_2Z87P.faa.final_tree.fa___photo_hmms___723fd2545a908a03f99ed3a4ff06278eb3e914998ccfc9f94253d19b,57.22
PsbA-nuc-Leptolyngbya_sp_PCC_7375.fa_2Z87P.faa.final_tree.fa___photo_hmms___774c4f4fb75c015ec39c1b56e9dfc811c3830034980411dfce8e4e81,51.8
PsbA-nuc-Leptolyngbya_sp_PCC_7375.fa_2Z87P.faa.final_tree.fa___photo_hmms___57aeaff825104678264f9133d3ac6cddb30cd7b88dbe8ecb00f441fb,51.93
PsbA-nuc-Leptolyngbya_sp_PCC_7375.fa_2Z87P.faa.final_tree.fa___photo_hmms___aa09f17be380808573c6a11dd999cf1ec14a9980a9a4dc7e0609fff5,52.17
PsbA-nuc-Leptolyngbya_sp_PCC_7375.fa_2Z87P.faa.final_tree.fa___photo_hmms___d7f60df11e83e504c67883e4c4095703c247f6b7f6a56ba1284ece4c,50.13
PsbA-nuc-Leptolyngbya_sp_PCC_7376.fa_2Z87P.faa.final_tree.fa___photo_hmms___a0bb25f2adca85dd88feed961d05b64c5623dac242b0e805c3972c6b,49.03
PsbA-nuc-Leptolyngbya_sp_PCC_7376.fa_2Z87P.faa.final_tree.fa___photo_hmms___9a5a61a36572ec7b4220759b890c4937ad899bd0b2a77402213af515,47.74
PsbA-nuc-Leptolyngbya_sp_PCC_7376.fa_2Z87P.faa.final_tree.fa___photo_hmms___b95c5ed57ebbb61be46607901edf50643ecffd6360d1dd40dde8862a,43.21
PsbA-nuc-Leptolyngbya_sp_PCC_7376.fa_2Z87P.faa.final_tree.fa___photo_hmms___70a6af85ac065ce05aecf2e4371b2aa19ca4768a5a7e5f1b0cd14b57,48.72
PsbA-nuc-Leptolyngbya_sp_PCC_7376.fa_2Z87P.faa.final_tree.fa___photo_hmms___89a56dad1c5995f55ffa814f3c98d18310d33e5f0c7c200594d709ef,48.85
PsbA-nuc-Leptolyngbya_sp_PCC_7376.fa_2Z87P.faa.final_tree.fa___photo_hmms___64a0356a6d03ea0719c54e13a873d5471ec722c521fbd2e009b00ee8,50.71
PsbA-nuc-Limnospira_fusiformis_SAG_85_79.fa_2Z87P.faa.final_tree.fa___photo_hmms___a0b52d8a9e02d71f214dcb8817fa4477409af65ce6d656b395476a0c,50.74
PsbA-nuc-Limnospira_fusiformis_SAG_85_79.fa_2Z87P.faa.final_tree.fa___photo_hmms___e702d004adf1d3524fc761392ad4417f5b9974b3d6b809b020be1259,50.74
PsbA-nuc-Limnospira_fusiformis_SAG_85_79.fa_2Z87P.faa.final_tree.fa___photo_hmms___49df8177f1534108ee31a753773673ad2d8da7ecc2177259188a17e1,43.7
PsbA-nuc-Limnospira_fusiformis_SAG_85_79.fa_2Z87P.faa.final_tree.fa___photo_hmms___800f18e2db1bec7522fd6a360fc97fb6457ca2e8f25859b462f1d10a,50.99
PsbA-nuc-Limnospira_fusiformis_SAG_85_79.fa_2Z87P.faa.final_tree.fa___photo_hmms___838076b8e777b88743fab1b9eb65a142fe4d1fb92b65177d17227583,50.61
PsbA-nuc-Limnospira_fusiformis_SAG_85_79.fa_2Z87P.faa.final_tree.fa___photo_hmms___769fbf6490027ee2663f2f470459d8b3826687ac0a88f974fe6eca31,50.37
PsbA-nuc-Limnospira_fusiformis_SAG_85_79.fa_2Z87P.faa.final_tree.fa___photo_hmms___d9fd631ef9bf171587ff8f737e4dab0e0685c1c935ebc7cdff71e779,50.37
PsbA-nuc-Limnospira_fusiformis_SAG_85_79.fa_2Z87P.faa.final_tree.fa___photo_hmms___06fef641ce5abcd21450ef7ee033c7fb54f5d233964f853561ed043c,50.65
PsbA-nuc-Limnothrix_sp_CACIAM_69d.fa_2Z87P.faa.final_tree.fa___photo_hmms___70439ad70d467e0df3244eb41dae47ce7718124e1d54556bbb2417b4,55.56
PsbA-nuc-Limnothrix_sp_CACIAM_69d.fa_2Z87P.faa.final_tree.fa___photo_hmms___0c30ceeeecd4b7ccde2cc0944fb6eac31e969f5f23ed4835b0b8ae04,56.6
PsbA-nuc-Limnothrix_sp_CACIAM_69d.fa_2Z87P.faa.final_tree.fa___photo_hmms___84486643686f5e5e42d1536c2d1b0e9aa3fd35fc6f92464972eecbb8,53.81
PsbA-nuc-Limnothrix_sp_P13C2.fa_2Z87P.faa.final_tree.fa___photo_hmms___5034c56d284e3ef5f5adeda959dd13b4417a2c7d67dea73bb59ae448,56.6
PsbA-nuc-Limnothrix_sp_P13C2.fa_2Z87P.faa.final_tree.fa___photo_hmms___d62697ff43a28c39bdbcbacf1fc7bc6e937f6b69f69d8e887707ee60,55.5
PsbA-nuc-Limnothrix_sp_P13C2.fa_2Z87P.faa.final_tree.fa___photo_hmms___fd4c92c996f24e282abb3e4dc5ddc6a98c4e88be859d287d42fd5183,53.46
PsbA-nuc-Limnothrix_sp_P13C2.fa_2Z87P.faa.final_tree.fa___photo_hmms___67e65c6883b1852e0c5d8db5dd10ff921ef590731eb6729d032a18af,56.0
PsbA-nuc-Limnothrix_sp_P13C2.fa_2Z87P.faa.final_tree.fa___photo_hmms___ddb1ce9db53256b2b940a57bfd000d2be165436b80cd649ff98c1568,55.74
PsbA-nuc-Microcystis_aeruginosa_CHAOHU_1326.fa_2Z87P.faa.final_tree.fa___photo_hmms___170c75d9f88c2ea01e293b435a716a262b0242948f4ba961378983aa,55.22
PsbA-nuc-Microcystis_aeruginosa_CHAOHU_1326.fa_2Z87P.faa.final_tree.fa___photo_hmms___0a2208563dd8e5dd348c8d620945db703e2dbbaf7c0039cd29140e86,45.89
PsbA-nuc-Microcystis_aeruginosa_CHAOHU_1326.fa_2Z87P.faa.final_tree.fa___photo_hmms___b9421e70f5d76be856bdb74360791a75405dbf23a98ce4d92fe5ddb4,56.04
PsbA-nuc-Microcystis_aeruginosa_CHAOHU_1326.fa_2Z87P.faa.final_tree.fa___photo_hmms___aef6f790e0bf66b3d8b0f3b817c8f1f9f5b2d82444913351a26472e6,51.28
PsbA-nuc-Microcystis_aeruginosa_FD4.fa_2Z87P.faa.final_tree.fa___photo_hmms___e4c8fb9041cb34631b45ca9a4f6f0608f9ee2451f868eb4cea5d108a,49.03
PsbA-nuc-Microcystis_aeruginosa_FD4.fa_2Z87P.faa.final_tree.fa___photo_hmms___f8a9158c2b6468a51189167deb72e78f54f8724adf0766127a367dc4,53.63
PsbA-nuc-Microcystis_aeruginosa_FD4.fa_2Z87P.faa.final_tree.fa___photo_hmms___76c518229cd0f84c27607f58fe33b2320b24ad13fdcc597970d3d13b,49.12
PsbA-nuc-Microcystis_aeruginosa_FD4.fa_2Z87P.faa.final_tree.fa___photo_hmms___25d634ec74b6fccea1e3e0ed0e4b85a58dd4882e3a6a8db21d94dd9f,48.19
PsbA-nuc-Microcystis_aeruginosa_FD4.fa_2Z87P.faa.final_tree.fa___photo_hmms___8d2ba48217500199e2ca0d455f92c651feeeccf4e867fcdc1f91134c,48.57
PsbA-nuc-Microcystis_aeruginosa_FD4.fa_2Z87P.faa.final_tree.fa___photo_hmms___15bc8436e4658dbd7fcabf3a44bd6a7d79647a0302678e21d0aac1ec,50.34
PsbA-nuc-Microcystis_aeruginosa_FD4.fa_2Z87P.faa.final_tree.fa___photo_hmms___69e67ff97b6b8ad94f1dbd495873b785a4ca1f680898581ec4a072b3,48.77
PsbA-nuc-Microcystis_aeruginosa_FD4.fa_2Z87P.faa.final_tree.fa___photo_hmms___7ddd6c476f1be123972187e617d95979846f7dcf0a46ef090f220416,52.94
PsbA-nuc-Microcystis_aeruginosa_FD4.fa_2Z87P.faa.final_tree.fa___photo_hmms___c8e975221804cfed52f0d4ab1431978dca6c5f29c8c56b4dadd92eaf,53.5
PsbA-nuc-Microcystis_aeruginosa_NIES-2481.fa_2Z87P.faa.final_tree.fa___photo_hmms___47ff72b5b5c50e02c067251350ca7200e2b932162ecdcf453ab33a2d,48.94
PsbA-nuc-Microcystis_aeruginosa_NIES-2481.fa_2Z87P.faa.final_tree.fa___photo_hmms___78ffb9468b83fa6446f5eb813e5f9c390d6780c3100cdc7f2e2749df,49.12
PsbA-nuc-Microcystis_aeruginosa_NIES-2481.fa_2Z87P.faa.final_tree.fa___photo_hmms___35e1e9bc4de5f33f4a9c77c3322f98d208c63733eebd49a43aaeec4e,49.49
PsbA-nuc-Microcystis_aeruginosa_NIES-2481.fa_2Z87P.faa.final_tree.fa___photo_hmms___e432e837f317904d8af995d52bc41e2a747a7415c5a0c2665f706c6a,53.12
PsbA-nuc-Microcystis_aeruginosa_NIES-2481.fa_2Z87P.faa.final_tree.fa___photo_hmms___58a1c57f64409c90a5f9f2048dcb4bd1291c05926adeaebfb58ff0d4,49.77
PsbA-nuc-Microcystis_aeruginosa_NIES-2481.fa_2Z87P.faa.final_tree.fa___photo_hmms___4da78b3a13954c22eb871163c79130cfc6345bbc598de5fb7f81669d,53.12
PsbA-nuc-Microcystis_aeruginosa_NIES-2481.fa_2Z87P.faa.final_tree.fa___photo_hmms___505808b5e89b26267e1d6e12465ac4a06e9a8b41ac633c7f24b55cd3,49.85
PsbA-nuc-Microcystis_aeruginosa_NIES-2481.fa_2Z87P.faa.final_tree.fa___photo_hmms___a63d8f548b79bdd4641c34dbbe80b15f795ed5add0811802ab9f7544,49.22
PsbA-nuc-Microcystis_aeruginosa_NIES-2481.fa_2Z87P.faa.final_tree.fa___photo_hmms___e36ed4b9460bab0b9db6c7e0c191bb557f0ff6f995f698ee169d244b,49.12
PsbA-nuc-Microcystis_aeruginosa_NIES-2549.fa_2Z87P.faa.final_tree.fa___photo_hmms___a02c95b4f678f2d84fcd5e03edcd64bcdba056ec0289fceb0de40a30,49.58
PsbA-nuc-Microcystis_aeruginosa_NIES-2549.fa_2Z87P.faa.final_tree.fa___photo_hmms___2074b10ab484293f01b7a64f1bdc29753cfe28b8a3d55f320acc2bc4,49.4
PsbA-nuc-Microcystis_aeruginosa_NIES-2549.fa_2Z87P.faa.final_tree.fa___photo_hmms___a4c3b673a6745a59c5c8fd52510a2c28e4d1a2348aa2ed69244ebf9e,49.58
PsbA-nuc-Microcystis_aeruginosa_NIES-2549.fa_2Z87P.faa.final_tree.fa___photo_hmms___20487f6f534632553fd3f38b6b14e107104fc337221aeb38c51ae4da,53.12
PsbA-nuc-Microcystis_aeruginosa_NIES-2549.fa_2Z87P.faa.final_tree.fa___photo_hmms___29284e267a7c74818f5e8f94d79961d9858bcead97b1b11f86bb8da4,49.77
PsbA-nuc-Microcystis_aeruginosa_NIES-2549.fa_2Z87P.faa.final_tree.fa___photo_hmms___c905a484094ec4f41cbdc975b719d26ffda205d684bfd33a0c89425f,53.12
PsbA-nuc-Microcystis_aeruginosa_NIES-2549.fa_2Z87P.faa.final_tree.fa___photo_hmms___dfb94249a50a15ac5490e7634a39fd5450d85dae226b154b08e11792,50.76
PsbA-nuc-Microcystis_aeruginosa_NIES-2549.fa_2Z87P.faa.final_tree.fa___photo_hmms___f8fdffb80ba981a05f6c6c1589f89cf9d35fbcfc6a5ef920c1eae80f,49.58
PsbA-nuc-Microcystis_aeruginosa_NIES-298.fa_2Z87P.faa.final_tree.fa___photo_hmms___e6710603eca165409b1f22e046f8f996103ebbbafe4f252f40ee3979,49.25
PsbA-nuc-Microcystis_aeruginosa_NIES-298.fa_2Z87P.faa.final_tree.fa___photo_hmms___e18015957d9e42b1c2877b4dab81eb99fde5c0affc16e323f5092e08,49.12
PsbA-nuc-Microcystis_aeruginosa_NIES-298.fa_2Z87P.faa.final_tree.fa___photo_hmms___dcd8b0350052f631c2eb242da2a7f9e2518c3f9ae821351d5c2037a9,53.12
PsbA-nuc-Microcystis_aeruginosa_NIES-298.fa_2Z87P.faa.final_tree.fa___photo_hmms___17cb874b54937962e226658f76b59fa249e60e808a4dae1a6dcd0bd1,52.65
PsbA-nuc-Microcystis_aeruginosa_NIES-298.fa_2Z87P.faa.final_tree.fa___photo_hmms___20ef3980915779d9b9dfc5cf4b4071111257c5ce07c4e9d6c1398f4c,49.4
PsbA-nuc-Microcystis_aeruginosa_NIES-298.fa_2Z87P.faa.final_tree.fa___photo_hmms___a124f5bffd7610bb5171ed96d30210ab636c2d2a3803cae1ae7ca376,49.86
PsbA-nuc-Microcystis_aeruginosa_NIES-44.fa_2Z87P.faa.final_tree.fa___photo_hmms___939a9cac7f7b03f915b0876cade389538632b6dc263d5304f71124a8,52.09
PsbA-nuc-Microcystis_aeruginosa_NIES-44.fa_2Z87P.faa.final_tree.fa___photo_hmms___fb0c8d78bcb98cbbae8b871af89295dd94eb4faec7fcf041b67e6958,49.49
PsbA-nuc-Microcystis_aeruginosa_NIES-44.fa_2Z87P.faa.final_tree.fa___photo_hmms___c1c931bcd8ac50e2efc0431b6ed0b92f8cdd6cc02187a213a1c2c7e5,53.41
PsbA-nuc-Microcystis_aeruginosa_NIES-44.fa_2Z87P.faa.final_tree.fa___photo_hmms___b04ffa8da828a8757f884d2c7ade2bdfe7a0e3cbc5e66d44c48475a4,52.3
PsbA-nuc-Microcystis_aeruginosa_NIES-44.fa_2Z87P.faa.final_tree.fa___photo_hmms___be909b23d17cf65183d21f6b84879b57ad59a4a8b90923e3ba01840e,46.67
PsbA-nuc-Microcystis_aeruginosa_NIES-44.fa_2Z87P.faa.final_tree.fa___photo_hmms___aaa7145b87bc2609ff0ab93eb5fe24fee04b727a2ef948c8a582463b,50.32
PsbA-nuc-Microcystis_aeruginosa_NIES-44.fa_2Z87P.faa.final_tree.fa___photo_hmms___1be0b50e96894131d0d6f93be8d78975d5ab16edf9e51ca08eed4067,49.22
PsbA-nuc-Microcystis_aeruginosa_NIES-843.fa_2Z87P.faa.final_tree.fa___photo_hmms___acf9625a9d3331ef7780e6d1ec16465c03197b360a5a211a86809ed3,49.58
PsbA-nuc-Microcystis_aeruginosa_NIES-843.fa_2Z87P.faa.final_tree.fa___photo_hmms___5c59800c6b220332b0d751b14951b477415d0a973c1e90e98c35349a,50.14
PsbA-nuc-Microcystis_aeruginosa_NIES-843.fa_2Z87P.faa.final_tree.fa___photo_hmms___e7d86eab4560fccfbfd4a7eb8ab02fc6546bb9b6127b6ca525d56524,49.12
PsbA-nuc-Microcystis_aeruginosa_NIES-843.fa_2Z87P.faa.final_tree.fa___photo_hmms___4260a9ab41d5080ac36ef5c4d39bce8053dce081b9e5b84c4182dccb,49.68
PsbA-nuc-Microcystis_aeruginosa_NIES-843.fa_2Z87P.faa.final_tree.fa___photo_hmms___77b0434d6938cf2cb45e7afa3e4d6d20003acdadf38110981ef71e97,52.94
PsbA-nuc-Microcystis_aeruginosa_NIES-843.fa_2Z87P.faa.final_tree.fa___photo_hmms___e7ccc1d61d8617d6f7b619d74e7ef3701d4c053dc4ebda4c45060999,53.6
PsbA-nuc-Microcystis_aeruginosa_NIES-843.fa_2Z87P.faa.final_tree.fa___photo_hmms___4b8109b21ade0a752811c35588d70594d70513f590f9a83fad6afec6,49.95
PsbA-nuc-Microcystis_aeruginosa_NIES-88.fa_2Z87P.faa.final_tree.fa___photo_hmms___41fdab83aaf9fa597f8ac17a3b324c2b500a1e56c6a7d1a4c551b5c2,49.31
PsbA-nuc-Microcystis_aeruginosa_NIES-88.fa_2Z87P.faa.final_tree.fa___photo_hmms___7516c6917c022babe1d306c1d9761afb82690d85344ef0bcf7c6b044,49.58
PsbA-nuc-Microcystis_aeruginosa_NIES-88.fa_2Z87P.faa.final_tree.fa___photo_hmms___5b13b34023b00b11ffe36975e198c7fdf4df283e8f9600d11be2a840,49.58
PsbA-nuc-Microcystis_aeruginosa_NIES-88.fa_2Z87P.faa.final_tree.fa___photo_hmms___a4019f682c6efeda164f1ac4c6b84814f8ccc25e2fb42d4bfb693f4e,53.43
PsbA-nuc-Microcystis_aeruginosa_NIES-88.fa_2Z87P.faa.final_tree.fa___photo_hmms___3ab1daadd15f0b95d382ec34d5f37dc02fe1512a0d4db1ffac1b0d28,53.69
PsbA-nuc-Microcystis_aeruginosa_NIES-98.fa_2Z87P.faa.final_tree.fa___photo_hmms___ffd3d6e688ad55fcea612fc5d3c15fc0f3f1a34fe259cbb81d2e5c16,50.2
PsbA-nuc-Microcystis_aeruginosa_NIES-98.fa_2Z87P.faa.final_tree.fa___photo_hmms___ff99348970744a0bc5595045a4d15fd49107748081d5d17096af747b,53.03
